id,count
0,113.39525
1,246.67757
2,89.35949
4,125.76454
5,121.7363
10,171.19247
11,183.49913
12,210.7224
15,80.80914
17,55.064865
18,252.29471
23,246.45013
25,174.14876
26,98.275856
31,238.32938
39,194.68985
40,68.939186
41,177.5301
42,
43,217.19925
51,244.77202
52,83.61266
54,114.07938
60,205.0202
61,202.62253
62,184.33455
63,69.27647
65,177.431
66,164.17049
68,194.2642
71,78.529854
80,102.05704
82,
94,218.53476
98,237.10326
101,86.89969
102,212.34958
107,151.37392
112,226.34291
113,82.46081
115,
116,201.00491
120,137.43294
121,85.02499
122,255.46326
132,210.67288
143,78.20435
147,
150,72.80302
151,88.327034
152,242.3311
153,132.27051
155,85.44656
156,165.10551
159,232.91963
161,135.35275
163,127.240875
177,213.80545
186,108.0369
188,113.94193
190,128.93289
191,114.0514
192,185.47034
195,233.6923
200,214.85771
209,244.08139
210,75.93056
211,235.34026
214,202.07986
215,108.97242
218,162.99596
219,57.75002
222,145.35797
225,80.69918
228,259.1625
236,241.24742
241,126.27192
242,214.74277
243,252.93399
245,120.61824
247,251.90402
251,213.11607
252,131.08266
253,72.77194
254,89.56765
258,239.53987
260,
261,195.73804
265,112.21501
266,242.33315
267,203.55559
269,209.68123
270,
275,165.22606
278,118.267944
279,64.62178
286,152.52303
287,112.55883
288,239.9697
289,211.58633
293,128.3629
294,185.69963
297,
302,116.28895
303,75.52337
304,128.96735
307,171.51785
309,82.3097
311,231.8706
312,163.6479
314,235.43633
315,247.2035
319,230.2022
322,194.09589
323,
325,190.1676
327,243.96495
330,89.899536
332,236.0866
333,126.09265
338,185.51015
341,87.362274
345,176.32886
348,198.10362
349,138.33429
350,168.71745
352,
355,66.02027
356,
358,
363,211.45102
369,219.29225
371,75.17959
372,209.87993
375,253.90663
380,196.15848
388,125.17676
391,
392,203.0417
393,247.48003
394,104.6661
396,101.655594
401,79.82626
407,89.34239
409,127.64978
410,161.11865
416,129.4393
418,165.8638
420,227.30713
421,218.80568
422,222.41356
424,254.05447
428,201.59958
429,214.71515
431,190.15326
435,34.43217
439,157.68549
441,68.03237
447,97.396095
449,203.78004
451,220.74783
452,114.62303
454,179.33131
458,210.55562
463,206.41022
467,79.68739
470,168.21468
471,198.92422
474,243.75922
478,121.28906
483,125.828445
484,167.9913
485,125.03661
486,194.36974
491,134.0192
494,108.15189
495,199.63086
497,206.71675
499,222.20772
515,166.59846
518,223.36542
521,147.0004
525,
529,234.33226
532,211.60753
534,103.92113
540,119.170166
544,256.82986
547,224.92888
549,132.2308
563,73.4292
564,226.8384
567,122.97043
572,167.05083
577,185.44138
578,252.87207
585,224.02565
588,208.60968
589,177.99007
590,175.19688
592,91.7269
594,172.86662
596,96.29882
598,211.26051
599,216.62611
605,115.743866
606,191.39844
607,211.27295
608,232.5866
609,
610,233.88469
611,141.48482
614,
615,212.87477
616,228.03224
617,190.49347
618,201.22293
624,130.83867
629,220.72012
631,137.93839
633,101.67228
637,110.79211
638,160.25746
643,
644,210.44159
645,96.48914
646,194.27336
648,203.35226
650,123.53626
651,118.261734
652,257.31332
656,196.51883
657,121.14644
659,81.539925
660,176.44148
662,178.79486
665,243.57072
675,
681,210.35121
682,215.74529
685,115.953865
686,234.77365
689,100.22271
696,201.55339
703,207.41257
704,134.00339
705,198.01541
714,226.17854
717,95.462326
718,94.81239
720,125.850266
721,241.46094
723,232.90912
726,106.42791
728,190.48438
730,121.99415
731,120.18847
734,257.594
737,82.765594
738,122.33862
745,213.9805
746,91.00248
749,219.52216
752,84.00199
753,94.05937
758,227.53352
765,96.79103
766,212.91734
768,94.0328
769,238.26547
774,211.98088
775,161.80736
781,
784,238.24486
794,149.0026
795,249.35555
796,109.15145
802,159.49799
803,149.20763
805,78.86284
806,250.25117
807,154.06702
809,76.938774
810,227.40112
812,107.34823
814,126.30793
818,230.263
819,234.45131
825,17.44209
836,97.13076
839,187.18579
847,248.10344
848,109.47756
851,189.18015
852,212.39879
853,72.92156
857,220.9832
858,126.8959
859,222.09673
861,24.580437
867,161.60844
870,192.35574
871,245.60527
872,256.5598
874,261.1896
881,245.40155
886,205.53555
890,
895,214.04164
899,107.83253
900,237.24869
901,246.20113
902,237.21156
903,133.37541
913,252.24008
918,247.95097
923,201.2789
924,103.75307
926,105.29434
927,124.20785
930,192.85403
934,70.386185
937,207.34503
939,177.93515
941,136.3781
942,256.16412
946,217.75644
950,146.73726
953,87.10237
959,74.99353
961,70.3335
962,129.46477
964,142.92197
969,174.30232
971,194.8766
976,97.91426
978,232.59879
980,232.76472
981,197.92815
990,246.89098
993,105.11782
996,127.5734
998,226.62024
999,227.17975
1006,201.47134
1008,85.479576
1013,126.43682
1015,134.04039
1016,173.4762
1022,232.93834
1026,215.64432
1028,240.53775
1031,55.01996
1034,
1037,238.73195
1040,
1042,122.606606
1046,148.55382
1048,150.56718
1049,191.09862
1050,
1051,216.58264
1052,242.25864
1055,122.530914
1060,206.72258
1064,146.95825
1066,78.6464
1071,188.70467
1073,100.81422
1089,204.92345
1091,135.81107
1092,117.206764
1093,243.2105
1096,224.58997
1097,201.80815
1098,109.28109
1099,80.60945
1102,241.32741
1107,107.65797
1109,116.23405
1111,70.4345
1112,188.13914
1114,265.77777
