id,count
0,93.3729
1,226.7977
2,92.68415
4,100.601326
5,132.22043
10,129.28374
11,143.01588
12,212.32356
15,71.30871
17,53.14806
18,219.6224
23,211.34045
25,172.14633
26,76.82671
31,201.5289
39,186.21388
40,52.286728
41,162.03972
42,
43,178.37753
51,212.46042
52,65.149796
54,83.76391
60,164.59349
61,191.20142
62,149.36015
63,42.588943
65,136.51103
66,125.843025
68,186.50534
71,49.24598
80,85.241844
82,
94,185.27505
98,204.6233
101,84.49182
102,174.07326
107,129.19185
112,222.70679
113,79.42687
115,
116,161.32623
120,88.3402
121,79.76904
122,223.35518
132,177.0497
143,69.23023
147,
150,67.651474
151,62.61304
152,208.04659
153,80.62319
155,82.47055
156,132.52953
159,195.68489
161,85.196465
163,76.44689
177,174.8341
186,80.88658
188,62.40133
190,78.015625
191,95.85054
192,182.04028
195,216.3129
200,185.84407
209,210.29135
210,70.462135
211,231.28441
214,179.63734
215,84.57258
218,152.09172
219,44.382755
222,98.57205
225,60.164173
228,226.18677
236,207.12259
241,75.34306
242,181.86151
243,220.3096
245,67.744385
247,218.89452
251,191.21173
252,81.570015
253,65.40507
254,79.52229
258,207.81668
260,
261,181.74492
265,59.09481
266,206.52914
267,202.73279
269,169.86899
270,
275,151.08112
278,74.43083
279,51.158897
286,103.8508
287,59.570965
288,206.25346
289,184.2646
293,78.831024
294,183.57185
297,
302,114.144135
303,74.2505
304,137.99791
307,139.23492
309,64.31086
311,202.19202
312,163.43475
314,206.39613
315,213.91318
319,196.09099
322,155.12729
323,
325,190.73581
327,208.6786
330,58.71457
332,199.28696
333,75.00592
338,158.24352
341,85.300705
345,169.34653
348,165.07878
349,88.62856
350,122.824135
352,
355,47.571995
356,
358,
363,174.92639
369,191.3306
371,69.94594
372,197.54654
375,219.89536
380,190.4721
388,75.79766
391,
392,187.45515
393,214.97627
394,92.855545
396,58.06912
401,61.587498
407,36.032814
409,75.78915
410,134.23373
416,122.23572
418,121.227425
420,190.26694
421,210.17172
422,190.8179
424,222.661
428,198.1256
429,215.36296
431,177.29587
435,31.579874
439,110.19888
441,67.84565
447,71.32737
449,199.44537
451,204.36688
452,79.232086
454,184.90825
458,214.5838
463,177.93947
467,74.58747
470,154.9532
471,157.07266
474,210.57547
478,89.34328
483,109.19648
484,166.05154
485,72.64146
486,171.97768
491,132.50111
494,107.392006
495,198.65031
497,190.25189
499,213.88745
515,142.27934
518,190.79117
521,99.49206
525,
529,199.9169
532,171.27531
534,56.18749
540,68.424576
544,223.10541
547,186.412
549,83.639366
563,57.23378
564,202.8847
567,116.84545
572,163.82007
577,182.26367
578,220.72626
585,213.2842
588,203.1843
589,178.5055
590,134.2083
592,82.97853
594,155.25212
596,73.39918
598,212.9093
599,180.04033
605,82.29459
606,158.51236
607,199.75531
608,198.74316
609,
610,199.64754
611,101.25954
614,
615,177.9315
616,201.8002
617,159.48207
618,194.0278
624,118.73229
629,186.49329
631,88.40476
633,93.246475
637,73.17025
638,152.17458
643,
644,182.81847
645,62.119812
646,183.17609
648,167.2468
650,72.13954
651,103.910194
652,225.90248
656,168.34557
657,93.18367
659,78.97254
660,174.9746
662,147.93475
665,211.17778
675,
681,171.29196
682,185.08922
685,63.496983
686,200.25421
689,69.61307
696,161.27827
703,193.26732
704,129.59633
705,166.51724
714,190.8281
717,77.79145
718,84.542946
720,76.132286
721,219.49225
723,198.92946
726,100.71169
728,189.48178
730,105.08711
731,78.71576
734,225.1409
737,53.128933
738,72.30268
745,209.92467
746,79.06309
749,187.09125
752,69.1209
753,88.466896
758,191.4704
765,92.06763
766,206.7892
768,64.01238
769,201.68768
774,179.54623
775,119.62227
781,
784,207.38124
794,99.88253
795,218.60997
796,66.420006
802,158.60733
803,105.61019
805,65.71406
806,216.0548
807,135.56906
809,57.38022
810,199.46437
812,94.2785
814,114.7834
818,196.17123
819,213.82129
825,7.4117904
836,101.25425
839,168.2638
847,214.89774
848,89.943855
851,185.41862
852,172.52734
853,65.70498
857,184.5622
858,89.39864
859,197.46875
861,19.127987
867,151.43451
870,185.96043
871,211.42844
872,223.41211
874,228.13986
881,211.99367
886,167.3376
890,
895,176.13861
899,68.21299
900,203.98445
901,213.3899
902,201.47195
903,82.266624
913,220.38408
918,216.1722
923,169.57521
924,63.626705
926,56.634956
927,74.45174
930,185.7953
934,51.208908
937,182.36812
939,148.88515
941,88.99633
942,224.77165
946,206.26538
950,133.91719
953,82.829735
959,74.017715
961,48.332375
962,88.03024
964,123.8076
969,180.48988
971,158.21266
976,70.41566
978,197.7944
980,210.89761
981,177.41615
990,217.82039
993,66.23681
996,75.295235
998,222.37029
999,191.79047
1006,160.32889
1008,81.8112
1013,77.6495
1015,128.1482
1016,171.20085
1022,212.45438
1026,195.25134
1028,213.55893
1031,50.064754
1034,
1037,204.08572
1040,
1042,71.264915
1046,100.02736
1048,123.78394
1049,155.537
1050,
1051,202.64337
1052,206.31653
1055,104.65408
1060,169.24586
1064,97.42177
1066,73.31953
1071,169.51472
1073,74.32522
1089,196.60756
1091,134.24997
1092,64.917366
1093,209.14131
1096,211.26428
1097,189.30301
1098,56.69065
1099,76.7808
1102,213.36043
1107,92.84558
1109,85.1229
1111,69.42786
1112,145.2193
1114,233.8729
1116,210.9881
1117,175.54199
1118,82.73711
1122,
1124,184.13533
1127,110.365166
1133,209.0076
1134,63.48132
1135,170.22914
1139,213.5394
1143,
1150,99.42862
1151,135.75223
1153,212.14127
1155,66.12934
1162,63.443336
1163,184.11351
1166,24.819483
1171,73.54435
1172,62.667458
1173,213.54787
1174,99.64715
1177,118.13338
1178,140.38916
1184,100.72222
1185,143.26364
1186,98.05244
1187,200.6843
1188,221.72873
1191,178.08829
1207,132.71777
1213,84.038574
1215,179.2945
1223,207.77257
1227,146.90007
1236,
1237,
1238,98.06501
1241,60.590298
1248,75.78165
1250,68.80719
1251,192.43501
1253,111.994545
1255,137.66988
1257,212.80643
1261,118.39495
1262,212.67677
1265,166.9624
1273,216.63301
1277,204.69492
1278,142.00024
1280,104.454056
1284,174.54512
1285,223.41333
1288,93.9899
1295,137.56137
1297,231.42912
1299,213.56046
1304,186.59317
1308,67.432236
1310,131.91995
1311,154.33003
1314,88.40284
1315,137.95044
1318,41.247616
1320,229.17963
1321,209.19553
1322,187.0099
1330,168.25282
1333,200.04076
1334,174.77853
1341,182.7834
1344,158.77133
1351,190.97333
1354,93.46072
1356,
1363,151.39313
1365,200.79823
1369,162.563
1373,116.27643
1375,151.02527
1377,54.32207
1379,190.8883
1380,213.18893
1381,115.698006
1384,174.28606
1390,195.73842
1393,205.41045
1395,
1399,203.31755
1400,98.76464
1401,108.2669
1404,192.99132
1408,71.64602
1409,41.0871
1413,185.83589
1416,200.26038
1418,127.14244
1423,88.47867
1424,61.951168
1425,67.2762
1433,219.30865
1434,171.32321
1436,209.91562
1442,205.16812
1444,55.323353
1445,180.54727
1452,196.30193
1455,200.97913
1462,
1467,48.85822
1472,80.76037
1475,108.98814
1493,157.44476
1501,190.68387
1503,207.49358
1504,213.95497
1505,55.988255
1511,210.94647
1512,
1513,157.80942
1514,98.393776
1528,206.56317
1533,224.1638
1534,57.305237
1536,191.20853
1537,67.601006
1539,152.75406
1550,197.99399
1552,184.5645
1554,202.8624
1555,213.0816
1556,86.79183
1559,64.96538
1563,199.52998
1566,200.0842
1567,149.92195
1568,67.06211
1571,193.93225
1572,60.75179
1574,
1577,87.91153
1583,98.996284
1585,83.24291
1586,198.00017
1587,199.20918
1596,176.24596
1602,73.723595
1604,92.82482
1605,57.086952
1610,217.99295
1611,134.32083
1616,90.443695
1617,150.75362
1618,69.717155
1622,54.15779
1623,50.77695
1628,215.07355
1631,52.311455
1632,199.46675
1633,193.83418
1634,210.71439
1636,201.14146
1637,162.71083
1643,91.916115
1644,149.31894
1646,107.89092
1648,197.44173
1651,84.47427
1656,62.69639
1658,152.4031
1659,62.62009
1665,100.38856
1666,148.94998
1670,101.45038
1674,178.54349
1679,217.66812
1680,214.08638
1683,223.67844
1686,62.299526
1691,143.90808
1693,55.19499
1696,86.2645
1697,130.19347
1703,90.54046
1706,58.31937
1709,187.60101
1710,76.07409
1712,
1713,165.69594
1718,221.15475
1719,194.24667
1722,213.13354
1723,163.26405
1724,221.36168
1728,59.96059
1730,87.16388
1732,60.47988
1737,38.65159
1745,52.162804
1747,82.88885
1748,78.77061
1755,134.81113
1759,85.05927
1761,208.157
1764,179.96175
1765,189.02875
1766,47.09972
1768,61.79514
1770,74.856544
1771,184.64229
1774,116.07314
1785,175.10551
1788,218.2326
1792,77.85585
1794,189.12178
1797,150.234
1798,51.34948
1799,223.49475
1802,139.3996
1806,70.6019
1808,82.70176
1810,204.4005
1818,53.10915
1819,222.27957
1820,223.44104
1822,197.64305
1826,212.0901
1827,171.74435
1835,82.52056
1841,130.76558
1842,127.084435
1843,97.993195
1846,51.915524
1849,67.05982
1850,217.635
1851,118.4632
1857,
1858,181.31506
1860,120.913025
1861,199.77528
1864,94.330605
1869,212.08044
1871,
1872,41.104404
1875,60.79202
1878,223.79039
1879,206.03816
1885,40.91651
1888,107.039635
1889,51.472805
1890,137.18724
1896,153.43184
1897,211.24048
1898,
1900,85.72742
1905,77.87978
1908,98.34624
1909,147.91258
1913,
1918,122.83231
1922,232.31415
1923,169.36394
1925,205.46252
1926,154.45691
1927,219.59932
1930,198.4585
1935,84.856705
1939,111.5246
1942,126.38114
1943,
1948,231.36415
1949,205.36563
1951,138.10422
1953,137.21736
1959,
1963,67.15694
1967,182.28017
1973,197.5924
1975,86.20437
1976,47.900227
1990,135.47151
1993,129.74214
1997,82.13227
1999,169.67287
2001,187.65222
2004,58.553276
2010,132.80519
2013,169.99289
2017,219.17613
2021,125.6697
2023,78.33753
2026,189.57082
2037,73.06933
2039,86.784355
2041,67.35377
2046,63.66675
2050,89.54009
2060,196.03757
2067,139.14304
2069,180.14888
2072,204.9005
2074,190.02507
2079,150.39844
2083,76.10683
2085,98.41346
2087,62.016056
2093,169.56602
2094,71.893105
2097,86.48381
2103,114.433846
2104,
2107,216.23216
2108,51.527393
2110,58.029858
2115,209.54333
2117,68.075584
2125,216.68423
2127,225.7898
2133,54.52276
2134,227.3972
2135,142.5393
2141,205.99774
2143,68.56371
2145,49.390545
2146,94.5582
2147,196.0071
2148,
2149,
2165,122.80171
2166,181.7827
2177,107.5819
